9.33624	78.4952	-88.8085	-80.7518	0	
9.33624	78.4952	-89.3814	-80.8916	0	
9.33624	78.4952	-88.2355	-80.7807	0	
9.33624	79.0682	-87.6625	-80.7807	0	
9.33624	79.6411	-85.9437	-80.8844	0	
9.33624	79.0682	-85.9437	-80.8844	0	
9.33624	77.9223	-85.9437	-80.7443	0	
9.33624	77.9223	-86.5166	-79.1447	0	
9.33624	77.3493	-87.0896	-78.9765	0	
9.33624	76.7763	-87.6625	-78.9677	0	
9.33624	77.3493	-85.9437	-79.1361	0	
9.33624	76.2034	-85.3707	-79.1361	0	
9.33624	76.7763	-84.7978	-80.7443	0	
9.33624	76.7763	-81.933	-80.9654	0	
9.33624	76.2034	-80.7871	-80.7443	0	
9.30217	75.0575	-77.9223	-80.7443	0	
9.30217	76.2034	-77.9223	-80.9654	0	
9.30217	76.2034	-75.6304	-80.9654	0	
9.30217	75.0575	-73.3386	-80.9654	0	
9.33624	76.7763	-71.6197	-80.8265	0	
9.33624	76.7763	-69.9009	-80.821	0	
9.33624	76.2034	-70.4738	-80.96	0	
9.33624	76.7763	-68.182	-80.9654	0	
9.33624	75.6304	-67.0361	-80.96	0	
9.30217	76.2034	-66.4631	-82.7524	0	
9.30217	75.0575	-63.5983	-82.7524	0	
9.30217	76.2034	-61.3065	-82.6925	0	
9.30217	76.2034	-59.5876	-80.9654	0	
9.30217	75.6304	-58.4417	-81.0202	0	
9.30217	76.2034	-54.431	-81.0202	0	
9.30217	75.0575	-55.0039	-82.6925	0	
9.30217	75.0575	-56.1499	-80.96	0	
9.30217	76.2034	-54.431	-81.0202	0	
9.30217	76.2034	-53.2851	-81.0166	0	
9.30217	77.3493	-53.2851	-81.0166	0	
9.30217	79.0682	-51.5662	-80.9546	0	
9.30217	80.2141	-52.7121	-80.96	0	
9.30217	80.2141	-52.1392	-81.0202	0	
9.30217	80.2141	-54.431	-82.7524	0	
9.26809	80.2141	-55.5769	-84.4658	0	
9.26809	79.0682	-55.5769	-84.4658	0	
9.26809	78.4952	-53.858	-84.4881	0	
9.26809	79.0682	-53.858	-84.4096	0	
9.26809	77.9223	-57.2958	-82.8048	0	
9.16587	77.3493	-59.0147	-82.6969	0	
9.16587	76.2034	-60.7335	-80.9654	0	
9.16587	76.2034	-61.8794	-80.8821	0	
9.16587	76.2034	-61.3065	-80.8821	0	
9.16587	76.7763	-60.1606	-80.8821	0	
9.26809	77.9223	-63.0254	-81.0202	0	
9.26809	79.0682	-60.1606	-82.6925	0	
9.26809	79.6411	-60.1606	-82.6925	0	
9.26809	79.0682	-57.8687	-80.96	0	
