-1.87406		83.6518		83.6518		26.8243		0		
-1.87406		84.7978		82.5059		26.8243		0		
-1.87406		87.0896		80.2141		26.8243		0		
-1.87406		87.0896		83.6518		26.8243		0		
-1.87406		89.9544		89.9544		26.8243		0		
-1.87406		85.9437		96.8299		26.8243		0		
-1.87406		85.9437		85.9437		26.8243		0		
-1.87406		84.7978		81.36		26.8243		0		
-1.12444		86.5166		85.9437		26.8243		0		
-1.12444		83.0789		73.3386		26.7983		0		
-1.12444		83.0789		72.7656		26.7983		0		
-1.12444		84.2248		75.6304		26.7983		0		
-1.12444		83.0789		73.3386		26.7983		0		
-1.12444		81.36		75.0575		26.7983		0		
-1.12444		81.36		74.4845		26.7983		0		
-0.0340739		79.0682		75.6304		26.7983		0		
-0.0340739		80.7871		74.4845		26.7983		0		
-0.0340739		77.3493		74.4845		26.7776		0		
-0.0340739		79.0682		75.0575		26.7776		0		
-0.0340739		77.3493		73.3386		26.7308		0		
-0.0340739		80.7871		75.0575		26.7308		0		
-0.0340739		73.9116		69.9009		26.7308		0		
1.05629		78.4952		69.9009		26.7308		2.27849		
1.05629		73.3386		67.0361		26.6737		2.27849		
1.05629		76.7763		66.4631		26.6998		2.27849		
1.05629		71.0468		65.3172		26.6323		2.27849		
1.05629		75.0575		67.609		26.7308		2.27849		
1.05629		73.3386		66.4631		26.7308		2.27849		
1.05629		71.0468		65.8901		26.6998		2.27849		
1.05629		69.3279		65.3172		26.6323		2.27849		
2.18073		68.7549		64.7442		26.6323		2.27849		
2.18073		67.609		64.1713		26.6323		2.27849		
2.18073		68.7549		64.7442		26.6323		2.27849		
2.18073		68.7549		63.5983		26.6323		2.27849		
2.18073		68.182		63.0254		26.5909		2.27849		
2.18073		67.609		62.4524		26.5909		2.27849		
2.18073		67.0361		62.4524		26.5909		2.27849		
3.23702		65.3172		60.7335		26.5909		2.27849		
3.23702		63.5983		60.7335		26.4512		2.27849		
3.23702		67.609		59.5876		26.503		2.27849		
3.23702		62.4524		58.4417		26.4512		2.27849		
3.23702		65.3172		57.8687		26.4512		2.27849		
3.23702		60.7335		56.1499		26.4512		2.27849		
3.23702		61.8794		54.431		26.4512		2.27849		
3.23702		60.1606		54.431		26.3994		2.27849		
4.39553		62.4524		54.431		26.4512		2.27849		
4.39553		60.7335		52.7121		26.3994		2.27849		
4.39553		61.8794		52.7121		26.3994		2.27849		
4.39553		58.4417		50.9932		26.3994		2.27849		
4.39553		58.4417		51.5662		26.3476		2.27849		
4.39553		56.7228		50.4203		26.3476		2.27849		
4.39553		56.1499		49.8473		26.3476		2.27849		
5.45182		56.1499		48.7014		26.3476		2.27849		
5.45182		53.2851		48.1285		26.3476		2.27849		
5.45182		55.0039		48.1285		25.2795		2.27849		
5.45182		51.5662		47.5555		26.1563		2.27849		
5.45182		54.431		47.5555		26.2956		2.27849		
5.45182		52.7121		46.4096		26.2437		2.27849		
5.45182		52.1392		45.8366		26.2437		2.27849		
5.45182		54.431		45.2637		26.2437		2.27849		
6.43996		50.9932		44.6907		26.2437		2.27849		
6.43996		51.5662		43.5448		25.2266		2.27849		
6.43996		49.8473		42.9718		25.2266		2.27849		
6.43996		49.8473		41.253		25.2266		2.27849		
6.43996		48.1285		40.68		25.2266		2.27849		
6.43996		48.7014		39.5341		25.1737		2.27849		
6.43996		48.1285		38.9611		25.3245		2.27849		
6.50811		48.7014		37.8152		25.3245		2.27849		
6.50811		47.5555		37.2423		25.3245		2.27849		
6.50811		47.5555		36.6693		25.3245		2.27849		
6.50811		47.5555		35.5234		25.3245		2.27849		
6.50811		46.9825		34.9504		25.3245		2.27849		
6.50811		46.9825		34.3775		25.3245		2.27849		
6.50811		46.9825		33.8045		25.3245		2.27849		
6.50811		46.9825		33.2316		25.3245		2.27849		
6.50811		46.4096		33.2316		25.3245		2.27849		
6.50811		46.9825		32.6586		25.4654		2.27849		
6.50811		46.4096		32.0856		25.4654		2.27849		
6.50811		47.5555		32.0856		26.4508		2.27849		
6.50811		46.9825		31.5127		26.4508		2.27849		
6.50811		46.9825		31.5127		26.4508		2.27849		
6.50811		47.5555		31.5127		26.4508		2.27849		
6.50811		46.9825		31.5127		26.4508		2.27849		
6.50811		46.4096		31.5127		26.4508		2.27849		
6.50811		47.5555		31.5127		25.4336		2.27849		
6.50811		47.5555		31.5127		25.4336		2.27849		
6.50811		47.5555		31.5127		25.4336		2.27849		
