6.74663	48.7014	94.538	-1.13757	0
6.74663	49.8473	93.9651	-1.13757	0
6.74663	46.9825	93.3921	-1.13465	0
6.74663	52.7121	93.3921	-1.14006	0
6.74663	46.4096	94.538	-1.14006	0
6.57626	45.2637	95.684	-2.27425	0
6.57626	40.107	94.538	-2.27425	0
6.57626	38.9611	95.111	-2.20609	0
6.57626	39.5341	97.4028	-2.27425	0
6.57626	45.8366	99.1217	-2.27923	0
6.54218	47.5555	101.414	-2.27425	0
6.54218	48.7014	102.559	-2.27425	0
6.54218	49.8473	104.278	-1.08307	0
6.54218	52.1392	105.424	-1.08307	0
6.54218	52.7121	107.143	-1.06934	0
6.57626	52.7121	107.716	-1.06934	0
6.57626	49.2744	108.289	-1.08307	0
6.57626	49.2744	109.435	0.0682634	0
6.57626	45.8366	109.435	0.0682634	0
6.57626	46.9825	110.581	0.136527	0
6.37181	44.1178	112.3	0.136527	0
6.37181	44.1178	112.3	0.0570107	0
6.37181	40.107	112.873	0.136527	0
6.37181	37.2423	114.019	0.136527	0
6.37181	42.3989	114.592	1.27404	0
6.43996	45.2637	116.883	1.27404	0
6.43996	42.9718	118.602	1.27404	0
6.43996	46.9825	120.894	1.27404	0
6.43996	46.9825	122.04	1.25404	0
6.43996	48.7014	123.186	1.31102	0
6.40589	48.7014	124.332	1.31102	0
6.40589	49.8473	124.332	1.31102	0
6.40589	48.7014	124.332	1.31102	0
6.40589	45.2637	126.051	1.31102	0
6.40589	45.2637	126.624	1.27912	0
6.43996	42.9718	127.197	1.27912	0
6.43996	42.3989	128.916	1.27912	0
6.43996	42.3989	130.061	1.32479	0
6.43996	42.3989	131.78	1.368	0
6.43996	42.3989	133.499	1.368	0
6.43996	39.5341	134.645	0.182761	0
6.43996	47.5555	136.937	0.182761	0
6.43996	40.107	136.364	0.182761	0
6.43996	45.2637	136.937	0.137263	0
6.43996	47.5555	138.083	0.137263	0
6.95107	36.6693	137.51	1.3152	0
6.95107	36.6693	138.656	1.37045	0
6.95107	39.5341	140.948	1.37045	0
6.95107	33.2316	140.948	1.3152	0
6.95107	34.3775	142.666	1.37045	0
7.76884	37.2423	144.385	2.45778	0
7.76884	38.9611	145.531	2.45778	0
7.76884	42.9718	146.104	2.45778	0
7.76884	40.107	149.542	1.41611	0
7.76884	38.3882	148.396	1.3495	0
8.68884	40.68	151.834	1.46178	0
8.68884	33.2316	151.834	1.46178	0
8.68884	36.0963	152.98	1.41809	0
8.68884	36.6693	153.553	1.50744	0
8.68884	32.6586	153.553	0.365518	0
9.19995	31.5127	153.553	0.365518	-3.87423
9.19995	29.7938	153.553	0.365518	-3.87423
9.19995	32.0856	154.126	0.365518	-7.84721
9.19995	26.3561	151.261	1.55309	-7.84721
9.54068	34.9504	153.553	1.76841	-11.5531
9.54068	30.9397	152.98	1.76841	-11.5531
9.54068	30.9397	152.98	1.76841	-15.4022
9.54068	30.3668	152.407	0.534239	-15.4022
9.54068	29.2208	152.98	0.593594	-19.1498
9.54068	26.929	152.98	0.593594	-19.1498
9.54068	25.7831	153.553	0.593594	-19.1498
9.54068	25.7831	153.553	0.593594	-19.1498
9.54068	17.7617	152.98	0.593594	-19.1498
9.54068	20.6265	152.98	0.593594	-19.1498
9.98364	22.9183	152.98	0.593594	-19.1498
9.98364	27.502	153.553	0.652949	-15.2423
9.98364	26.929	153.553	0.652949	-15.2423
9.98364	20.6265	152.98	0.593594	-11.4379
9.98364	20.0535	153.553	0.593594	-11.4379
10.7333	21.7724	153.553	-0.641078	-7.75364
10.7333	16.6158	152.98	-0.641078	-7.75364
10.7333	24.0642	154.126	-0.581723	-7.75364
10.7333	22.9183	154.126	-0.581723	-7.75364
11.6533	25.2101	152.98	-0.581723	-7.75364
11.6533	31.5127	152.407	0.428194	-7.75364
11.7214	32.0856	150.688	-1.87264	-11.8305
11.7214	28.6479	149.542	-1.91828	-11.8305
11.7214	27.502	150.115	-1.92618	-11.8305
11.7555	29.7938	150.115	-1.87264	-11.8305
11.7555	29.2208	150.688	-1.92618	-11.8305
11.7555	29.7938	151.834	-1.92618	-11.8305
11.7555	28.6479	152.98	-1.92618	-11.8305
11.7555	26.929	154.126	-1.87866	-11.8305
11.7555	24.6372	154.699	-1.87866	-11.8305
11.7555	22.3454	155.845	-1.87866	-11.8305
11.7555	15.4699	155.272	-1.87866	-11.8305
11.7555	11.4592	155.845	-1.83113	-11.8305
12.0281	22.3454	156.417	-1.83113	-11.8305
12.0281	22.3454	155.272	-1.87866	-11.8305
12.0281	16.0428	154.126	-1.87866	-11.8305
12.0281	23.4913	155.272	-1.87866	-11.8305
12.8799	13.751	154.126	-1.83113	-11.8305
12.8799	13.751	154.699	-0.654169	-11.8305
12.8799	13.178	154.699	-0.654169	-11.8305
12.8799	13.178	154.699	-0.70174	-11.8305
12.8799	11.4592	155.272	-0.70174	-11.8305
13.6977	24.0642	156.99	-0.654169	-11.8305
13.6977	25.2101	156.99	-0.654169	-11.8305
13.6977	20.6265	156.417	-0.654169	-11.8305
13.6977	22.9183	156.99	-0.654169	-11.8305
13.6977	16.6158	155.845	-4.28027	-11.8305
14.5495	20.6265	156.99	-5.45101	-11.8305
14.5495	4.0107	155.272	-9.08098	-11.8305
14.5495	17.7617	157.563	-10.2282	-11.8305
